Make,Model,Year,Fuel_Type,Transmission,Color,Price,Mileage
Honda,CR-V,2008.0,Hybrid,Manual,White,,43601.0
Honda,,2000.0,Gasoline,Manual,Black,36942.2676509126,72178.0
,X3,2008.0,Gasoline,Automatic,,32988.73012729172,86799.0
Ford,Fusion,2021.0,Hybrid,CVT,White,,48367.0
Tesla,Model X,2005.0,Gasoline,Automatic,White,28993.648419923065,173567.0
Nissan,Sentra,2015.0,Gasoline,Manual,Red,33895.19059228416,152240.0
BMW,320i,2007.0,Electric,Automatic,Grey,27932.70925458655,12336.0
Chevrolet,Impala,2015.0,,Automatic,Black,28938.05213922232,
Nissan,,2014.0,Diesel,Automatic,Black,37195.180196283734,61750.0
BMW,320i,,Diesel,Automatic,Blue,28964.825434126753,90648.0
Honda,Civic,2021.0,Electric,Automatic,Blue,30598.730939122324,27228.0
Ford,,2011.0,Electric,CVT,Black,21264.022386898236,14429.0
,Impala,2013.0,Electric,,Black,31432.453108279573,184087.0
Tesla,Model 3,2016.0,Diesel,CVT,,30319.11193492732,88074.0
,Corolla,2000.0,Hybrid,CVT,Silver,30677.375186391946,101827.0
Honda,CR-V,2002.0,Hybrid,Automatic,White,28015.6181483356,199899.0
Ford,Escape,2006.0,Gasoline,CVT,Red,27472.06885466531,50255.0
BMW,X3,2015.0,Electric,CVT,Silver,31034.373906885452,105824.0
Ford,Focus,2013.0,Gasoline,CVT,Silver,32944.75586738226,7869.0
Chevrolet,Malibu,2018.0,Diesel,,,33401.89142631914,187934.0
Toyota,Camry,2003.0,Diesel,CVT,Blue,26664.981992258214,26442.0
Ford,Fusion,2010.0,Gasoline,Automatic,Silver,25814.352373974947,81948.0
Honda,Accord,2012.0,Hybrid,CVT,Grey,25694.24493537301,40524.0
Tesla,Model X,2007.0,Diesel,CVT,Grey,34023.104249185075,154404.0
Ford,Focus,2019.0,Diesel,,Black,26813.25683097895,7244.0
Nissan,Altima,2009.0,,CVT,Black,,137444.0
Chevrolet,Equinox,2007.0,Diesel,CVT,Black,36809.71735220287,195543.0
,320i,2009.0,Electric,Automatic,Red,30926.09856873446,16956.0
,Model 3,2015.0,Diesel,Automatic,White,29992.84971560095,15210.0
BMW,320i,2001.0,Gasoline,Automatic,,38305.92698001713,180582.0
Toyota,RAV4,2016.0,Hybrid,CVT,Blue,,148805.0
,Corolla,,Electric,CVT,Silver,40902.85572659604,151152.0
Tesla,Model S,2011.0,Electric,Manual,Red,15497.722192427416,170781.0
Toyota,RAV4,2008.0,Electric,Automatic,Blue,35225.69357264369,59846.0
BMW,320i,2012.0,Diesel,CVT,White,21390.818161047944,48137.0
Toyota,RAV4,2005.0,Hybrid,CVT,,35709.48218373555,118922.0
Honda,CR-V,,Diesel,CVT,Blue,32047.580381207892,94547.0
,,2009.0,Electric,CVT,Silver,14440.199718402238,50227.0
Ford,Escape,2003.0,Gasoline,CVT,Blue,33298.693552733115,61293.0
Ford,Focus,2017.0,,,White,16871.941984143716,68515.0
Nissan,Rogue,2004.0,Gasoline,Manual,,22559.673294171494,136694.0
Nissan,Altima,,Gasoline,CVT,Blue,25847.286351483956,83797.0
Tesla,,2004.0,Gasoline,Manual,Red,26890.298245711027,102390.0
Honda,Accord,2024.0,Electric,CVT,White,22536.19530075572,96856.0
,Corolla,2024.0,Diesel,CVT,Black,32444.12597512675,92320.0
BMW,320i,2012.0,Diesel,CVT,Blue,42156.30132677367,80141.0
Nissan,Altima,2004.0,Electric,,,33318.725096759474,164909.0
Honda,Civic,2000.0,Hybrid,Automatic,Red,21981.54926686404,70799.0
Tesla,Model X,2022.0,Diesel,Manual,Red,35000.89008504315,10514.0
Honda,Accord,2013.0,,Manual,Red,28545.61093557093,47456.0
Tesla,Model X,2016.0,Gasoline,Manual,Black,8368.841731782493,137328.0
Nissan,Sentra,2005.0,Hybrid,Automatic,Black,30631.50756254529,108684.0
Honda,CR-V,2024.0,Electric,CVT,Black,28289.789776613405,113815.0
Honda,CR-V,2019.0,Hybrid,CVT,Grey,40791.197845906674,127602.0
Tesla,Model 3,,Diesel,CVT,Blue,33267.484248427514,161327.0
BMW,X3,2021.0,Diesel,Manual,Blue,34650.59998834752,21182.0
Honda,Civic,2016.0,Diesel,Automatic,Red,27519.188279827104,176604.0
Chevrolet,Equinox,2015.0,Hybrid,Manual,Silver,26173.79389762337,197008.0
Chevrolet,,2020.0,Diesel,Automatic,,44249.547499671666,
Ford,Escape,2016.0,Diesel,Automatic,Grey,14919.795678134495,1875.0
Ford,Focus,,Diesel,Manual,White,,132425.0
,Civic,2012.0,Diesel,Manual,Black,18901.13639671521,158058.0
BMW,X3,2000.0,Electric,Manual,Silver,25250.36110990392,75930.0
Tesla,Model X,2014.0,Hybrid,Automatic,Grey,,
Ford,Fusion,2009.0,Electric,Automatic,Blue,32182.235476030823,101975.0
Chevrolet,Equinox,2003.0,Hybrid,CVT,Red,26197.435055474583,93848.0
,Sentra,2008.0,Gasoline,Manual,White,30230.60687315624,18482.0
Tesla,Model 3,2009.0,Gasoline,,White,12529.187616580679,163543.0
Toyota,Camry,2002.0,Diesel,Automatic,White,,113909.0
Tesla,Model X,2001.0,Electric,Automatic,Grey,23034.05938910656,13026.0
Nissan,Altima,2010.0,Gasoline,CVT,Silver,39905.625958696204,59321.0
Nissan,,2014.0,Electric,Manual,Silver,31270.312884537085,133835.0
,Escape,2002.0,Hybrid,Automatic,,,35825.0
,Fusion,2010.0,Electric,Manual,White,25706.960473602598,16934.0
Toyota,Camry,2006.0,Hybrid,Automatic,Red,39706.39012246716,42782.0
,X3,2005.0,Gasoline,CVT,Grey,28109.709475602842,
BMW,X3,2006.0,Electric,Automatic,White,46592.92978193256,26751.0
Honda,Accord,2011.0,Gasoline,CVT,,32937.30179916699,38174.0
Nissan,Sentra,2015.0,Gasoline,Manual,,24027.55016002862,154299.0
Ford,Escape,2000.0,,CVT,,31258.59933506842,35201.0
,Fusion,2021.0,Hybrid,Manual,Blue,35631.54584550999,125342.0
Ford,Focus,2014.0,Diesel,Manual,,34908.23270329216,142658.0
,X3,2017.0,Hybrid,CVT,Blue,29959.563752048503,79468.0
Nissan,Rogue,,,,Blue,23297.8912375796,160371.0
Honda,CR-V,2003.0,Electric,Manual,White,,111672.0
BMW,320i,2009.0,Diesel,Automatic,Black,34535.69419303705,140849.0
Toyota,Camry,2008.0,Gasoline,Manual,Blue,19882.861992706807,143953.0
,Civic,2006.0,Gasoline,CVT,,27686.480000925716,9587.0
Ford,Escape,2005.0,,Automatic,,,138905.0
Honda,CR-V,2018.0,Hybrid,Automatic,White,15682.42872331523,47013.0
Ford,Fusion,2018.0,Hybrid,Manual,Grey,30929.279100225114,107584.0
,Model X,2016.0,Electric,CVT,Blue,28240.317769658595,78113.0
Ford,Focus,2015.0,Hybrid,CVT,White,38501.79968091765,24124.0
Toyota,Corolla,2005.0,Gasoline,Automatic,White,26112.479925944357,
Chevrolet,Equinox,2001.0,Electric,Manual,Black,,96651.0
Honda,Civic,2000.0,Gasoline,Automatic,White,28435.557555477673,85395.0
Toyota,,2015.0,Hybrid,Automatic,Blue,38190.8008798682,
Ford,Focus,2011.0,Gasoline,Manual,Grey,25890.710218447988,77514.0
Nissan,Altima,2001.0,,CVT,Red,32707.688588570665,117399.0
Tesla,Model 3,2000.0,Diesel,Manual,Blue,37260.76997832407,104885.0
,Model 3,2013.0,Gasoline,CVT,White,39680.68818091821,173805.0
Toyota,RAV4,2002.0,Electric,Manual,Grey,49409.317301480136,129344.0
Tesla,,,Hybrid,CVT,White,33860.036657911725,182058.0
Toyota,Camry,2010.0,Electric,Automatic,Grey,27173.717403775798,165404.0
Tesla,Model X,2015.0,Hybrid,Manual,,18971.32836576562,
Tesla,Model X,2003.0,Hybrid,Automatic,,20529.22668226077,115074.0
Tesla,Model S,2023.0,Hybrid,Automatic,Blue,35079.06391012637,15775.0
Honda,Accord,2007.0,Hybrid,Manual,Silver,21903.37191270428,165279.0
Tesla,Model S,2004.0,Diesel,Automatic,Red,23461.29175081582,88697.0
Honda,,2003.0,Gasoline,Automatic,Red,,163945.0
Honda,Accord,2024.0,Diesel,Automatic,Black,34487.476303558906,156390.0
BMW,,2015.0,Diesel,CVT,White,17063.123280436426,33734.0
Honda,,2019.0,Diesel,Manual,White,18778.808901265125,16493.0
Honda,Civic,2023.0,,CVT,,23113.408751176565,134704.0
Honda,Accord,2005.0,Hybrid,Manual,Blue,25133.452504742367,144338.0
Toyota,RAV4,2005.0,,CVT,,36238.70716608975,121187.0
Nissan,Rogue,2009.0,Gasoline,CVT,Grey,24849.13924611329,127880.0
Tesla,Model S,2001.0,Diesel,Automatic,Grey,21263.35650830219,98408.0
,Sentra,2002.0,Diesel,Automatic,Blue,19125.183011987203,82793.0
,X3,,Hybrid,CVT,Red,27632.540632488875,147754.0
,Rogue,2019.0,Hybrid,Manual,White,22411.47359243421,149967.0
Ford,Escape,2014.0,Gasoline,Manual,White,36078.731243627,370.0
BMW,320i,2000.0,Hybrid,Manual,Red,44304.73377319915,100565.0
Chevrolet,Impala,2021.0,Electric,,Black,19229.313655987076,76349.0
Honda,Civic,2010.0,Gasoline,CVT,,30265.649188368254,159297.0
Chevrolet,Impala,2000.0,Hybrid,CVT,,27419.079475778766,45853.0
Nissan,Altima,2016.0,Electric,CVT,Black,28757.104284949317,
Ford,Escape,2002.0,Electric,CVT,Blue,29935.09009559622,190968.0
Nissan,Sentra,2009.0,Diesel,Automatic,Red,21464.39279282616,94244.0
Chevrolet,Malibu,2017.0,Gasoline,CVT,Black,27937.449516364115,100300.0
Chevrolet,,2014.0,Diesel,CVT,Silver,31313.81211981752,117752.0
Chevrolet,Impala,,Diesel,Automatic,Grey,22760.427453003318,47078.0
BMW,320i,2005.0,Gasoline,Automatic,Grey,31487.95137883115,
,Model S,2022.0,Hybrid,,Black,29931.132349611456,168635.0
Tesla,Model 3,2007.0,Hybrid,Manual,,25644.821888027673,35135.0
Toyota,Camry,2021.0,Gasoline,Automatic,Silver,32539.072693053873,27862.0
Honda,CR-V,2004.0,Electric,CVT,,,25761.0
Chevrolet,Equinox,2004.0,Diesel,CVT,Grey,28624.425095309678,3262.0
Ford,Escape,2016.0,,,Blue,24568.603005436107,184544.0
Nissan,Rogue,2022.0,,,Red,29567.35797826983,
Nissan,,2014.0,Electric,,Red,25122.772554084826,101437.0
Tesla,Model S,2024.0,Diesel,Manual,White,31140.369982672353,181689.0
Ford,Fusion,,Hybrid,Manual,Blue,27396.10128665803,128027.0
BMW,X3,2020.0,Gasoline,,White,35781.01664990978,194243.0
Chevrolet,,2000.0,Hybrid,Automatic,White,22096.233784767406,93135.0
Nissan,Sentra,2020.0,Hybrid,CVT,Silver,,
Tesla,Model S,2011.0,,Automatic,Grey,37497.861024490805,129662.0
Nissan,Sentra,2023.0,Gasoline,CVT,Red,23263.72962635914,95057.0
Honda,Accord,2006.0,Gasoline,CVT,Blue,22085.823824069725,154368.0
Ford,Escape,2004.0,Hybrid,Manual,Blue,31928.538493560718,118566.0
Ford,Escape,2013.0,Gasoline,CVT,,46223.25707010459,22419.0
Chevrolet,Equinox,2011.0,Gasoline,CVT,White,38584.127593082856,81238.0
Tesla,,2006.0,Diesel,CVT,Grey,31256.775793507426,
BMW,320i,2024.0,Gasoline,Automatic,,38716.9469812925,42249.0
Ford,Escape,2000.0,Hybrid,Automatic,Grey,23781.68114524466,79360.0
,Camry,2008.0,Diesel,,Blue,17964.337590667732,13444.0
Tesla,Model S,2006.0,Diesel,Automatic,,16447.18953801138,10974.0
Tesla,Model S,,Hybrid,,,27938.66024497656,112150.0
BMW,320i,2017.0,Gasoline,Automatic,Blue,25286.357202669333,97648.0
,Malibu,2023.0,Hybrid,Manual,Silver,27805.27034752346,134028.0
Nissan,Sentra,2009.0,Diesel,Manual,Silver,43934.46420695762,55612.0
Toyota,RAV4,2012.0,Electric,Manual,,38697.10191318961,100474.0
BMW,,2015.0,,Manual,White,34336.4392129169,113096.0
BMW,X3,2010.0,Gasoline,,Red,33931.50156307102,107412.0
BMW,X3,,Gasoline,Manual,Red,20414.001448611256,137925.0
Tesla,Model 3,2011.0,Electric,CVT,Black,31940.326001053745,40477.0
Toyota,Corolla,2012.0,Gasoline,Automatic,,31174.90167452805,176687.0
,Equinox,2006.0,Electric,Automatic,Grey,,148424.0
BMW,X3,2022.0,Diesel,Automatic,White,24898.729487248307,39267.0
Ford,Focus,2002.0,Hybrid,CVT,Grey,30099.4848231298,37941.0
Honda,Accord,2012.0,Hybrid,Automatic,Red,31102.515369638233,173013.0
Tesla,,,Gasoline,,Silver,34921.67353151823,183755.0
Chevrolet,Impala,2014.0,,CVT,Blue,33346.5137721711,47965.0
Honda,CR-V,2002.0,,Manual,Grey,30143.11220834826,85269.0
Ford,Escape,2012.0,Electric,CVT,Black,34565.516918433124,163521.0
Nissan,Altima,2010.0,Electric,Manual,Red,25821.520705708266,91679.0
BMW,320i,2018.0,Diesel,Manual,Silver,34947.74827448099,
Toyota,Camry,2024.0,Hybrid,Manual,Blue,21951.161178933977,33351.0
Chevrolet,Malibu,2004.0,Electric,Automatic,Red,36317.22995260427,
,Corolla,2014.0,Gasoline,CVT,White,30173.96983918031,150641.0
Nissan,,2018.0,Hybrid,CVT,Red,23519.475359339318,156810.0
Tesla,Model X,2013.0,Gasoline,Automatic,Blue,28195.03154671849,137844.0
,Rogue,,Electric,Automatic,Black,34995.94851072925,185169.0
Ford,Fusion,2021.0,Diesel,Automatic,,17676.448011928303,81720.0
BMW,320i,2006.0,Hybrid,CVT,Silver,37237.34662864603,85192.0
Nissan,Altima,2010.0,Diesel,Automatic,Blue,36468.824678401965,87154.0
Nissan,Altima,2001.0,Electric,Automatic,Black,26279.30532255069,7612.0
Honda,Accord,2001.0,Gasoline,Manual,Silver,36603.49770783676,51644.0
BMW,320i,2024.0,Diesel,,,37981.427329116384,145006.0
Tesla,Model S,2005.0,Electric,Automatic,Silver,27780.362415062085,
Chevrolet,Impala,2008.0,Electric,Automatic,White,41609.90290256054,103602.0
,Model S,2006.0,Hybrid,CVT,Grey,23033.654872404237,34629.0
Tesla,Model S,2024.0,Diesel,Manual,White,38190.772207645,
Toyota,Camry,2001.0,Gasoline,Manual,Blue,,40088.0
Chevrolet,Impala,2003.0,,Automatic,Grey,31797.206386792484,31385.0
Toyota,Corolla,2000.0,Gasoline,Automatic,Red,35497.90711099499,70199.0
Honda,CR-V,2011.0,Gasoline,CVT,Grey,30466.94892246999,83990.0
Tesla,Model S,2001.0,,Manual,Black,23906.51112238466,72204.0
Tesla,Model X,2007.0,Diesel,,White,21432.206318242934,
Tesla,Model X,2010.0,Diesel,Manual,Silver,21810.729782148792,139931.0
,Fusion,2009.0,,Manual,Red,26300.603126070357,26708.0
Toyota,RAV4,2004.0,Electric,Manual,White,17955.320643634564,18847.0
,Model 3,2023.0,Gasoline,,Black,36816.09308512477,52335.0
Chevrolet,Equinox,,Hybrid,Manual,Silver,,126913.0
Nissan,Sentra,,Diesel,CVT,Silver,29549.094646032027,55673.0
,Accord,2000.0,Hybrid,Automatic,Black,19978.42874638827,101531.0
Tesla,Model X,2021.0,Diesel,CVT,Blue,30500.715940157923,102781.0
BMW,X5,2010.0,Gasoline,CVT,Black,24034.145730997585,84105.0
Honda,,,Diesel,CVT,Black,45907.677011493324,7848.0
Toyota,Camry,2018.0,Electric,,White,,14274.0
Ford,Escape,2007.0,Diesel,Manual,Silver,39446.097842292686,115981.0
BMW,320i,2014.0,Electric,CVT,Red,29352.627409163,166305.0
Honda,Civic,2009.0,Electric,Automatic,White,22480.623076919634,199783.0
Honda,CR-V,2003.0,Gasoline,,,29678.639583034583,110777.0
Toyota,Corolla,2004.0,Gasoline,Automatic,White,24215.99775338032,176062.0
Nissan,Sentra,2004.0,Gasoline,CVT,White,16695.22787915903,106748.0
Nissan,Rogue,2020.0,Electric,Automatic,Blue,20143.71930671372,172030.0
Honda,CR-V,,Gasoline,,,35950.119927645435,95696.0
Ford,Escape,2009.0,Gasoline,CVT,Black,36391.62004933511,182792.0
Honda,Accord,,Diesel,Manual,Black,,146109.0
Toyota,RAV4,2016.0,Hybrid,Manual,Silver,20734.688196548355,137863.0
Nissan,Altima,2005.0,Hybrid,CVT,White,41424.200303841295,105475.0
BMW,X3,2006.0,Gasoline,,Black,31614.155497126634,87086.0
Toyota,RAV4,2018.0,Electric,Manual,Grey,35749.13515753329,196701.0
Honda,CR-V,2019.0,Gasoline,CVT,Black,32399.738933588724,56131.0
,Model S,2004.0,Gasoline,Automatic,,19447.92449615123,28876.0
Chevrolet,Malibu,2017.0,Electric,Manual,Red,21251.157686693325,49228.0
Nissan,Altima,2008.0,Diesel,,Blue,41602.87589179052,74495.0
Chevrolet,Malibu,2008.0,Gasoline,,Red,32878.77032591491,134418.0
Chevrolet,Malibu,,,Automatic,Silver,36761.24082118533,56176.0
Chevrolet,Equinox,2016.0,Hybrid,Automatic,White,15155.956055695025,33012.0
Toyota,Corolla,2019.0,Electric,Automatic,Red,,
Honda,Civic,2005.0,Hybrid,Automatic,Red,15245.062018305041,73273.0
BMW,X3,2009.0,Gasoline,,Grey,29840.664155428185,112328.0
Honda,,2010.0,Electric,Automatic,Red,32920.067956648025,121939.0
Honda,Accord,2017.0,Gasoline,Manual,Silver,36196.87067004618,7310.0
Chevrolet,Equinox,2022.0,Hybrid,Manual,Silver,41365.83606264186,122013.0
Nissan,Rogue,,Gasoline,CVT,Silver,32863.00626721882,181693.0
Tesla,Model 3,2014.0,Hybrid,Automatic,Grey,33097.35424143785,176751.0
Toyota,Camry,2021.0,Hybrid,CVT,Black,27802.840381773414,172687.0
Ford,Fusion,2004.0,Gasoline,CVT,Blue,28726.10731741702,122611.0
Chevrolet,Equinox,2009.0,Hybrid,CVT,Black,42275.5497137298,70658.0
Chevrolet,Malibu,2024.0,Gasoline,Manual,White,37495.93391321535,130381.0
Toyota,,2006.0,Diesel,Automatic,Silver,29383.793356075123,39994.0
Tesla,,2021.0,Electric,,Black,38881.35762275411,131632.0
Toyota,Corolla,2009.0,Diesel,Manual,Grey,37771.17945853878,124210.0
Nissan,Altima,2023.0,Gasoline,Manual,Silver,43051.98325284689,114476.0
Tesla,Model X,2021.0,Electric,Manual,,24666.66889085209,35645.0
BMW,X3,2011.0,Electric,Automatic,Blue,22964.34360931179,33513.0
,Accord,2014.0,Electric,Manual,Blue,28444.932928074086,8749.0
,320i,2000.0,Hybrid,Manual,Grey,44005.42426314399,193781.0
BMW,X3,2024.0,Gasoline,Automatic,Grey,37567.34399347428,148395.0
Honda,Civic,2003.0,Diesel,Manual,Grey,41859.53963714366,189400.0
Tesla,Model 3,2011.0,Diesel,Manual,Silver,26949.9866859231,12213.0
BMW,320i,2011.0,Hybrid,Manual,Red,,107157.0
,X3,2014.0,,,Red,23798.515829476288,32583.0
Honda,Accord,2010.0,Gasoline,Manual,Black,19853.824311720036,179000.0
Nissan,Altima,2023.0,Hybrid,Automatic,Blue,21424.89535449328,115844.0
Ford,Focus,2016.0,Gasoline,Automatic,Blue,22115.84977663123,98575.0
Chevrolet,,2010.0,Electric,Automatic,Black,11011.730128118896,129269.0
Toyota,,2005.0,Hybrid,Automatic,White,24098.950073277112,21605.0
Tesla,Model 3,2002.0,Electric,Manual,Blue,24116.279457078486,110901.0
Tesla,,2006.0,Hybrid,CVT,Grey,31016.72562311032,191848.0
Toyota,Corolla,2010.0,Hybrid,Manual,Black,35463.88982635902,
Chevrolet,Malibu,2010.0,Electric,Automatic,Red,36578.11553432089,62784.0
Ford,,,Electric,CVT,White,34218.63175222202,180954.0
Honda,Accord,2023.0,Diesel,Automatic,White,21884.97303597699,192070.0
BMW,X5,2019.0,Hybrid,CVT,,,100434.0
Nissan,,2010.0,Hybrid,Manual,Blue,20703.282854398203,198114.0
Honda,Civic,2010.0,Diesel,,White,18728.47043488208,51310.0
Tesla,,2017.0,Hybrid,CVT,Red,24988.980524762923,69672.0
Chevrolet,Impala,2020.0,Hybrid,Automatic,Blue,24140.456252292046,46246.0
BMW,X5,2004.0,Diesel,Manual,Red,41618.77736834552,2810.0
Chevrolet,Equinox,2002.0,Electric,Manual,Silver,35925.94659464118,190932.0
BMW,320i,2019.0,Diesel,Manual,Grey,35626.885844804485,175505.0
Tesla,Model X,2000.0,Hybrid,Manual,Silver,23627.22526811705,66188.0
Ford,Focus,2019.0,,CVT,,28796.854635184893,128938.0
Ford,Escape,2005.0,Electric,Automatic,Black,48756.75373450711,146731.0
BMW,320i,2024.0,Electric,CVT,White,29785.860115982385,28067.0
Chevrolet,Malibu,2013.0,Diesel,Automatic,Black,30890.093130507685,87794.0
Toyota,,2000.0,Electric,Manual,White,20756.76570627,102547.0
Chevrolet,Impala,2018.0,Gasoline,Automatic,Grey,37143.46477902127,108541.0
Honda,Civic,2012.0,Diesel,Automatic,Blue,19981.825031199885,128701.0
Chevrolet,Malibu,2020.0,Diesel,Automatic,Black,46017.19575879923,57745.0
BMW,X3,2013.0,Gasoline,Automatic,Silver,26888.81468795603,136984.0
,Camry,2019.0,Hybrid,Automatic,Grey,34826.28880539084,152586.0
,Model 3,2013.0,Hybrid,Automatic,,22704.266124299993,132797.0
Chevrolet,Malibu,2015.0,Gasoline,Automatic,White,33049.66525667006,81406.0
,,2024.0,Electric,CVT,Black,40884.40992715959,70320.0
BMW,X5,2014.0,Gasoline,,Silver,24454.391762979823,94488.0
BMW,320i,2009.0,Diesel,Automatic,Blue,39424.26826295236,25192.0
Nissan,Sentra,2005.0,Gasoline,Manual,Black,28500.0863743308,155794.0
Tesla,Model X,2008.0,Hybrid,Manual,,16204.488118599533,88207.0
Chevrolet,Equinox,2023.0,Diesel,Manual,Red,6595.919827921523,188704.0
Nissan,Rogue,2008.0,Electric,,Red,46302.82604664557,195929.0
Nissan,Rogue,2003.0,Hybrid,Automatic,Black,16915.123197760106,146776.0
,Model S,2002.0,Hybrid,CVT,Black,30236.186716964967,132267.0
Chevrolet,Impala,2004.0,Diesel,Automatic,Blue,35175.5525725246,53517.0
Chevrolet,Impala,2018.0,Hybrid,CVT,Grey,24127.581192778198,159815.0
BMW,,2007.0,Hybrid,Manual,Grey,45730.575513371135,32161.0
BMW,X5,2007.0,,Manual,Grey,,63190.0
Tesla,,2010.0,Hybrid,CVT,Black,29356.67613620763,183623.0
Chevrolet,Impala,2020.0,Gasoline,CVT,Red,44818.01901054481,114110.0
Ford,Focus,2024.0,Gasoline,Manual,Grey,21871.984725448754,65908.0
BMW,320i,2024.0,Diesel,CVT,White,19888.672159293823,2431.0
Nissan,Rogue,2005.0,Hybrid,Manual,White,,86590.0
BMW,320i,,Diesel,CVT,White,36302.67617951663,61264.0
Ford,Escape,2002.0,Diesel,Automatic,Black,45271.17139769131,113766.0
Chevrolet,Malibu,2009.0,Diesel,CVT,Blue,38756.32367239834,119502.0
Toyota,RAV4,2006.0,Electric,Manual,Silver,24570.264521491594,181004.0
Nissan,Rogue,2020.0,Hybrid,Manual,Blue,46413.742395719935,169708.0
Toyota,Corolla,2013.0,Diesel,Manual,Grey,28247.21241218656,10839.0
Tesla,Model 3,2016.0,Hybrid,CVT,Black,16430.047553539935,51977.0
Chevrolet,Malibu,,Electric,Manual,White,31510.50069951129,171304.0
Tesla,Model S,2020.0,Electric,Manual,,29944.840097633885,97919.0
Honda,CR-V,2021.0,Hybrid,CVT,Black,31514.491507994673,
BMW,320i,2015.0,Electric,CVT,Grey,,130697.0
Tesla,Model 3,2000.0,Diesel,CVT,Blue,29546.294698173606,63294.0
Tesla,Model 3,2010.0,Gasoline,Manual,Red,36831.478607019024,168678.0
Ford,Fusion,2015.0,Gasoline,Automatic,Red,26367.952783523837,169712.0
BMW,320i,2002.0,Diesel,CVT,White,25563.39594245891,91270.0
Chevrolet,Malibu,2000.0,Hybrid,,Black,22684.049792429905,163944.0
BMW,X3,2007.0,Gasoline,CVT,,33646.26448474875,86310.0
Ford,Escape,2018.0,,Manual,Red,27560.258067573268,37412.0
Toyota,RAV4,2003.0,Gasoline,Automatic,,28732.60126383869,22228.0
Honda,Civic,2021.0,Gasoline,Manual,,35764.860659761485,120627.0
Ford,Fusion,2010.0,Electric,,Grey,24967.624016290407,
Tesla,Model S,2001.0,Gasoline,,Black,37661.264232514455,
Nissan,Rogue,2005.0,Hybrid,CVT,Silver,25068.145901361335,192828.0
Ford,,2017.0,Electric,Automatic,Black,32563.43601089223,199847.0
Chevrolet,Malibu,,Hybrid,Automatic,Blue,37789.54551906612,153817.0
Chevrolet,Impala,2005.0,Gasoline,Automatic,Black,30698.687532748067,1245.0
Chevrolet,Malibu,2006.0,Hybrid,,Silver,20292.99508819045,
Chevrolet,Equinox,2000.0,,Manual,Black,,58182.0
Ford,Fusion,2023.0,Gasoline,Automatic,White,30843.472811383872,55654.0
Ford,Escape,2017.0,Diesel,Manual,Red,36414.01474847934,55381.0
Chevrolet,Impala,2006.0,Electric,CVT,Blue,34591.80011180186,165640.0
Honda,CR-V,2018.0,Gasoline,CVT,Blue,32985.7108451496,7436.0
Nissan,Altima,2002.0,Gasoline,CVT,Black,35035.48028505964,191252.0
Tesla,Model X,2024.0,Diesel,Automatic,Black,38840.9724583914,63295.0
BMW,X5,2016.0,Electric,CVT,,25678.183478407926,126839.0
Toyota,,2001.0,Gasoline,Manual,Silver,,113759.0
Tesla,Model S,2004.0,Diesel,CVT,,,65888.0
Chevrolet,,2008.0,Diesel,CVT,Black,19035.046651298417,187167.0
BMW,320i,2000.0,Diesel,CVT,Red,27451.80744264357,103134.0
Chevrolet,Impala,2010.0,Gasoline,CVT,White,31737.056056260688,43988.0
Chevrolet,Equinox,,Diesel,CVT,Blue,27603.82447070498,
,Focus,2016.0,,Manual,Grey,,
Ford,Fusion,2020.0,,,Blue,8752.272823929448,180467.0
Tesla,Model X,2008.0,Gasoline,Automatic,Red,40193.92120623019,154468.0
Ford,Fusion,2008.0,Electric,Automatic,White,28222.737933215594,
,Rogue,2019.0,Hybrid,,Red,30980.05454308048,33371.0
